_id,manufacturerId,shortName,fullName,description,shortNameJa,fullNameJa,descriptionJa,type,powerSource,lowFps,generic,deleted
857,"asg","Other Shotgun","","","その他のショットガン","","",4,2,false,true
858,"asg","Other Shotgun","","","その他のショットガン","","",4,4,false,true
859,"asg","Other SMG","","","その他のSMG","","",8,1,false,true
860,"asg","Other SMG","","","その他のSMG","","",8,2,false,true
861,"asg","Other SMG","","","その他のSMG","","",8,4,false,true
862,"asg","Other Pistol","","","その他のハンドガン","","",1,1,true,true
863,"asg","Other Pistol","","","その他のハンドガン","","",1,2,true,true
864,"asg","Other Pistol","","","その他のハンドガン","","",1,4,true,true
865,"asg","Other Rifle","","","その他のライフル","","",2,1,true,true
866,"asg","Other Rifle","","","その他のライフル","","",2,2,true,true
867,"asg","Other Rifle","","","その他のライフル","","",2,4,true,true
868,"asg","Other Shotgun","","","その他のショットガン","","",4,1,true,true
869,"asg","Other Shotgun","","","その他のショットガン","","",4,2,true,true
870,"asg","Other Shotgun","","","その他のショットガン","","",4,4,true,true
871,"asg","Other SMG","","","その他のSMG","","",8,1,true,true
872,"asg","Other SMG","","","その他のSMG","","",8,2,true,true
873,"asg","Other SMG","","","その他のSMG","","",8,4,true,true

875,"cybergun","Other Pistol","","","その他のハンドガン","","",1,1,false,true
876,"cybergun","Other Pistol ","","","その他のハンドガン","","",1,2,false,true
877,"cybergun","Other Pistol ","","","その他のハンドガン","","",1,4,false,true
878,"cybergun","Other Rifle","","","その他のライフル","","",2,1,false,true
879,"cybergun","Other Rifle","","","その他のライフル","","",2,2,false,true
880,"cybergun","Other Rifle","","","その他のライフル","","",2,4,false,true
881,"cybergun","Other Shotgun","","","その他のショットガン","","",4,1,false,true
882,"cybergun","Other Shotgun","","","その他のショットガン","","",4,2,false,true
883,"cybergun","Other Shotgun","","","その他のショットガン","","",4,4,false,true
884,"cybergun","Other SMG","","","その他のSMG","","",8,1,false,true
885,"cybergun","Other SMG","","","その他のSMG","","",8,2,false,true
886,"cybergun","Other SMG","","","その他のSMG","","",8,4,false,true
887,"cybergun","Other Pistol","","","その他のハンドガン","","",1,1,true,true
888,"cybergun","Other Pistol","","","その他のハンドガン","","",1,2,true,true
889,"cybergun","Other Pistol","","","その他のハンドガン","","",1,4,true,true
890,"cybergun","Other Rifle","","","その他のライフル","","",2,1,true,true
891,"cybergun","Other Rifle","","","その他のライフル","","",2,2,true,true
892,"cybergun","Other Rifle","","","その他のライフル","","",2,4,true,true
893,"cybergun","Other Shotgun","","","その他のショットガン","","",4,1,true,true
894,"cybergun","Other Shotgun","","","その他のショットガン","","",4,2,true,true
895,"cybergun","Other Shotgun","","","その他のショットガン","","",4,4,true,true
896,"cybergun","Other SMG","","","その他のSMG","","",8,1,true,true
897,"cybergun","Other SMG","","","その他のSMG","","",8,2,true,true
898,"cybergun","Other SMG","","","その他のSMG","","",8,4,true,true

900,"rwa","Other Pistol","","","その他のハンドガン","","",1,1,false,true
901,"rwa","Other Pistol ","","","その他のハンドガン","","",1,2,false,true
902,"rwa","Other Pistol ","","","その他のハンドガン","","",1,4,false,true
903,"rwa","Other Rifle","","","その他のライフル","","",2,1,false,true
904,"rwa","Other Rifle","","","その他のライフル","","",2,2,false,true
905,"rwa","Other Rifle","","","その他のライフル","","",2,4,false,true
906,"rwa","Other Shotgun","","","その他のショットガン","","",4,1,false,true
907,"rwa","Other Shotgun","","","その他のショットガン","","",4,2,false,true
908,"rwa","Other Shotgun","","","その他のショットガン","","",4,4,false,true
909,"rwa","Other SMG","","","その他のSMG","","",8,1,false,true
910,"rwa","Other SMG","","","その他のSMG","","",8,2,false,true
911,"rwa","Other SMG","","","その他のSMG","","",8,4,false,true
912,"rwa","Other Pistol","","","その他のハンドガン","","",1,1,true,true
913,"rwa","Other Pistol","","","その他のハンドガン","","",1,2,true,true
914,"rwa","Other Pistol","","","その他のハンドガン","","",1,4,true,true
915,"rwa","Other Rifle","","","その他のライフル","","",2,1,true,true
916,"rwa","Other Rifle","","","その他のライフル","","",2,2,true,true
917,"rwa","Other Rifle","","","その他のライフル","","",2,4,true,true
918,"rwa","Other Shotgun","","","その他のショットガン","","",4,1,true,true
919,"rwa","Other Shotgun","","","その他のショットガン","","",4,2,true,true
920,"rwa","Other Shotgun","","","その他のショットガン","","",4,4,true,true
921,"rwa","Other SMG","","","その他のSMG","","",8,1,true,true
922,"rwa","Other SMG","","","その他のSMG","","",8,2,true,true
923,"rwa","Other SMG","","","その他のSMG","","",8,4,true,true

925,"umarex","Other Pistol","","","その他のハンドガン","","",1,1,false,true
926,"umarex","Other Pistol ","","","その他のハンドガン","","",1,2,false,true
927,"umarex","Other Pistol ","","","その他のハンドガン","","",1,4,false,true
928,"umarex","Other Rifle","","","その他のライフル","","",2,1,false,true
929,"umarex","Other Rifle","","","その他のライフル","","",2,2,false,true
930,"umarex","Other Rifle","","","その他のライフル","","",2,4,false,true
931,"umarex","Other Shotgun","","","その他のショットガン","","",4,1,false,true
932,"umarex","Other Shotgun","","","その他のショットガン","","",4,2,false,true
933,"umarex","Other Shotgun","","","その他のショットガン","","",4,4,false,true
934,"umarex","Other SMG","","","その他のSMG","","",8,1,false,true
935,"umarex","Other SMG","","","その他のSMG","","",8,2,false,true
936,"umarex","Other SMG","","","その他のSMG","","",8,4,false,true
937,"umarex","Other Pistol","","","その他のハンドガン","","",1,1,true,true
938,"umarex","Other Pistol","","","その他のハンドガン","","",1,2,true,true
939,"umarex","Other Pistol","","","その他のハンドガン","","",1,4,true,true
940,"umarex","Other Rifle","","","その他のライフル","","",2,1,true,true
941,"umarex","Other Rifle","","","その他のライフル","","",2,2,true,true
942,"umarex","Other Rifle","","","その他のライフル","","",2,4,true,true
943,"umarex","Other Shotgun","","","その他のショットガン","","",4,1,true,true
944,"umarex","Other Shotgun","","","その他のショットガン","","",4,2,true,true
945,"umarex","Other Shotgun","","","その他のショットガン","","",4,4,true,true
946,"umarex","Other SMG","","","その他のSMG","","",8,1,true,true
947,"umarex","Other SMG","","","その他のSMG","","",8,2,true,true
948,"umarex","Other SMG","","","その他のSMG","","",8,4,true,true

950,"ghk","Other Pistol","","","その他のハンドガン","","",1,1,false,true
951,"ghk","Other Pistol ","","","その他のハンドガン","","",1,2,false,true
952,"ghk","Other Pistol ","","","その他のハンドガン","","",1,4,false,true
953,"ghk","Other Rifle","","","その他のライフル","","",2,1,false,true
954,"ghk","Other Rifle","","","その他のライフル","","",2,2,false,true
955,"ghk","Other Rifle","","","その他のライフル","","",2,4,false,true
956,"ghk","Other Shotgun","","","その他のショットガン","","",4,1,false,true
957,"ghk","Other Shotgun","","","その他のショットガン","","",4,2,false,true
958,"ghk","Other Shotgun","","","その他のショットガン","","",4,4,false,true
959,"ghk","Other SMG","","","その他のSMG","","",8,1,false,true
960,"ghk","Other SMG","","","その他のSMG","","",8,2,false,true
961,"ghk","Other SMG","","","その他のSMG","","",8,4,false,true
962,"ghk","Other Pistol","","","その他のハンドガン","","",1,1,true,true
963,"ghk","Other Pistol","","","その他のハンドガン","","",1,2,true,true
964,"ghk","Other Pistol","","","その他のハンドガン","","",1,4,true,true
965,"ghk","Other Rifle","","","その他のライフル","","",2,1,true,true
966,"ghk","Other Rifle","","","その他のライフル","","",2,2,true,true
967,"ghk","Other Rifle","","","その他のライフル","","",2,4,true,true
968,"ghk","Other Shotgun","","","その他のショットガン","","",4,1,true,true
969,"ghk","Other Shotgun","","","その他のショットガン","","",4,2,true,true
970,"ghk","Other Shotgun","","","その他のショットガン","","",4,4,true,true
971,"ghk","Other SMG","","","その他のSMG","","",8,1,true,true
972,"ghk","Other SMG","","","その他のSMG","","",8,2,true,true
973,"ghk","Other SMG","","","その他のSMG","","",8,4,true,true

975,"s2s","Other Pistol","","","その他のハンドガン","","",1,1,false,true
976,"s2s","Other Pistol ","","","その他のハンドガン","","",1,2,false,true
977,"s2s","Other Pistol ","","","その他のハンドガン","","",1,4,false,true
978,"s2s","Other Rifle","","","その他のライフル","","",2,1,false,true
979,"s2s","Other Rifle","","","その他のライフル","","",2,2,false,true
980,"s2s","Other Rifle","","","その他のライフル","","",2,4,false,true
981,"s2s","Other Shotgun","","","その他のショットガン","","",4,1,false,true
982,"s2s","Other Shotgun","","","その他のショットガン","","",4,2,false,true
983,"s2s","Other Shotgun","","","その他のショットガン","","",4,4,false,true
984,"s2s","Other SMG","","","その他のSMG","","",8,1,false,true
985,"s2s","Other SMG","","","その他のSMG","","",8,2,false,true
986,"s2s","Other SMG","","","その他のSMG","","",8,4,false,true
987,"s2s","Other Pistol","","","その他のハンドガン","","",1,1,true,true
988,"s2s","Other Pistol","","","その他のハンドガン","","",1,2,true,true
989,"s2s","Other Pistol","","","その他のハンドガン","","",1,4,true,true
990,"s2s","Other Rifle","","","その他のライフル","","",2,1,true,true
991,"s2s","Other Rifle","","","その他のライフル","","",2,2,true,true
992,"s2s","Other Rifle","","","その他のライフル","","",2,4,true,true
993,"s2s","Other Shotgun","","","その他のショットガン","","",4,1,true,true
994,"s2s","Other Shotgun","","","その他のショットガン","","",4,2,true,true
995,"s2s","Other Shotgun","","","その他のショットガン","","",4,4,true,true
996,"s2s","Other SMG","","","その他のSMG","","",8,1,true,true
997,"s2s","Other SMG","","","その他のSMG","","",8,2,true,true
998,"s2s","Other SMG","","","その他のSMG","","",8,4,true,true

1000,"arcturus","Other Pistol","","","その他のハンドガン","","",1,1,false,true
1001,"arcturus","Other Pistol ","","","その他のハンドガン","","",1,2,false,true
1002,"arcturus","Other Pistol ","","","その他のハンドガン","","",1,4,false,true
1003,"arcturus","Other Rifle","","","その他のライフル","","",2,1,false,true
1004,"arcturus","Other Rifle","","","その他のライフル","","",2,2,false,true
1005,"arcturus","Other Rifle","","","その他のライフル","","",2,4,false,true
1006,"arcturus","Other Shotgun","","","その他のショットガン","","",4,1,false,true
1007,"arcturus","Other Shotgun","","","その他のショットガン","","",4,2,false,true
1008,"arcturus","Other Shotgun","","","その他のショットガン","","",4,4,false,true
1009,"arcturus","Other SMG","","","その他のSMG","","",8,1,false,true
1010,"arcturus","Other SMG","","","その他のSMG","","",8,2,false,true
1011,"arcturus","Other SMG","","","その他のSMG","","",8,4,false,true
1012,"arcturus","Other Pistol","","","その他のハンドガン","","",1,1,true,true
1013,"arcturus","Other Pistol","","","その他のハンドガン","","",1,2,true,true
1014,"arcturus","Other Pistol","","","その他のハンドガン","","",1,4,true,true
1015,"arcturus","Other Rifle","","","その他のライフル","","",2,1,true,true
1016,"arcturus","Other Rifle","","","その他のライフル","","",2,2,true,true
1017,"arcturus","Other Rifle","","","その他のライフル","","",2,4,true,true
1018,"arcturus","Other Shotgun","","","その他のショットガン","","",4,1,true,true
1019,"arcturus","Other Shotgun","","","その他のショットガン","","",4,2,true,true
1020,"arcturus","Other Shotgun","","","その他のショットガン","","",4,4,true,true
1021,"arcturus","Other SMG","","","その他のSMG","","",8,1,true,true
1022,"arcturus","Other SMG","","","その他のSMG","","",8,2,true,true
1023,"arcturus","Other SMG","","","その他のSMG","","",8,4,true,true

1025,"e&l","Other Pistol","","","その他のハンドガン","","",1,1,false,true
1026,"e&l","Other Pistol ","","","その他のハンドガン","","",1,2,false,true
1027,"e&l","Other Pistol ","","","その他のハンドガン","","",1,4,false,true
1028,"e&l","Other Rifle","","","その他のライフル","","",2,1,false,true
1029,"e&l","Other Rifle","","","その他のライフル","","",2,2,false,true
1030,"e&l","Other Rifle","","","その他のライフル","","",2,4,false,true
1031,"e&l","Other Shotgun","","","その他のショットガン","","",4,1,false,true
1032,"e&l","Other Shotgun","","","その他のショットガン","","",4,2,false,true
1033,"e&l","Other Shotgun","","","その他のショットガン","","",4,4,false,true
1034,"e&l","Other SMG","","","その他のSMG","","",8,1,false,true
1035,"e&l","Other SMG","","","その他のSMG","","",8,2,false,true
1036,"e&l","Other SMG","","","その他のSMG","","",8,4,false,true
1037,"e&l","Other Pistol","","","その他のハンドガン","","",1,1,true,true
1038,"e&l","Other Pistol","","","その他のハンドガン","","",1,2,true,true
1039,"e&l","Other Pistol","","","その他のハンドガン","","",1,4,true,true
1040,"e&l","Other Rifle","","","その他のライフル","","",2,1,true,true
1041,"e&l","Other Rifle","","","その他のライフル","","",2,2,true,true
1042,"e&l","Other Rifle","","","その他のライフル","","",2,4,true,true
1043,"e&l","Other Shotgun","","","その他のショットガン","","",4,1,true,true
1044,"e&l","Other Shotgun","","","その他のショットガン","","",4,2,true,true
1045,"e&l","Other Shotgun","","","その他のショットガン","","",4,4,true,true
1046,"e&l","Other SMG","","","その他のSMG","","",8,1,true,true
1047,"e&l","Other SMG","","","その他のSMG","","",8,2,true,true
1048,"e&l","Other SMG","","","その他のSMG","","",8,4,true,true

1050,"emg","Other Pistol","","","その他のハンドガン","","",1,1,false,true
1051,"emg","Other Pistol ","","","その他のハンドガン","","",1,2,false,true
1052,"emg","Other Pistol ","","","その他のハンドガン","","",1,4,false,true
1053,"emg","Other Rifle","","","その他のライフル","","",2,1,false,true
1054,"emg","Other Rifle","","","その他のライフル","","",2,2,false,true
1055,"emg","Other Rifle","","","その他のライフル","","",2,4,false,true
1056,"emg","Other Shotgun","","","その他のショットガン","","",4,1,false,true
1057,"emg","Other Shotgun","","","その他のショットガン","","",4,2,false,true
1058,"emg","Other Shotgun","","","その他のショットガン","","",4,4,false,true
1059,"emg","Other SMG","","","その他のSMG","","",8,1,false,true
1060,"emg","Other SMG","","","その他のSMG","","",8,2,false,true
1061,"emg","Other SMG","","","その他のSMG","","",8,4,false,true
1062,"emg","Other Pistol","","","その他のハンドガン","","",1,1,true,true
1063,"emg","Other Pistol","","","その他のハンドガン","","",1,2,true,true
1064,"emg","Other Pistol","","","その他のハンドガン","","",1,4,true,true
1065,"emg","Other Rifle","","","その他のライフル","","",2,1,true,true
1066,"emg","Other Rifle","","","その他のライフル","","",2,2,true,true
1067,"emg","Other Rifle","","","その他のライフル","","",2,4,true,true
1068,"emg","Other Shotgun","","","その他のショットガン","","",4,1,true,true
1069,"emg","Other Shotgun","","","その他のショットガン","","",4,2,true,true
1070,"emg","Other Shotgun","","","その他のショットガン","","",4,4,true,true
1071,"emg","Other SMG","","","その他のSMG","","",8,1,true,true
1072,"emg","Other SMG","","","その他のSMG","","",8,2,true,true
1073,"emg","Other SMG","","","その他のSMG","","",8,4,true,true

1075,"sig","Other Pistol","","","その他のハンドガン","","",1,1,false,true
1076,"sig","Other Pistol ","","","その他のハンドガン","","",1,2,false,true
1077,"sig","Other Pistol ","","","その他のハンドガン","","",1,4,false,true
1078,"sig","Other Rifle","","","その他のライフル","","",2,1,false,true
1079,"sig","Other Rifle","","","その他のライフル","","",2,2,false,true
1080,"sig","Other Rifle","","","その他のライフル","","",2,4,false,true
1081,"sig","Other Shotgun","","","その他のショットガン","","",4,1,false,true
1082,"sig","Other Shotgun","","","その他のショットガン","","",4,2,false,true
1083,"sig","Other Shotgun","","","その他のショットガン","","",4,4,false,true
1084,"sig","Other SMG","","","その他のSMG","","",8,1,false,true
1085,"sig","Other SMG","","","その他のSMG","","",8,2,false,true
1086,"sig","Other SMG","","","その他のSMG","","",8,4,false,true
1087,"sig","Other Pistol","","","その他のハンドガン","","",1,1,true,true
1088,"sig","Other Pistol","","","その他のハンドガン","","",1,2,true,true
1089,"sig","Other Pistol","","","その他のハンドガン","","",1,4,true,true
1090,"sig","Other Rifle","","","その他のライフル","","",2,1,true,true
1091,"sig","Other Rifle","","","その他のライフル","","",2,2,true,true
1092,"sig","Other Rifle","","","その他のライフル","","",2,4,true,true
1093,"sig","Other Shotgun","","","その他のショットガン","","",4,1,true,true
1094,"sig","Other Shotgun","","","その他のショットガン","","",4,2,true,true
1095,"sig","Other Shotgun","","","その他のショットガン","","",4,4,true,true
1096,"sig","Other SMG","","","その他のSMG","","",8,1,true,true
1097,"sig","Other SMG","","","その他のSMG","","",8,2,true,true
1098,"sig","Other SMG","","","その他のSMG","","",8,4,true,true

1100,"marui","Other Pistol","","","その他のハンドガン","","",1,1,false,true
1101,"marui","Other Pistol ","","","その他のハンドガン","","",1,2,false,true
1102,"marui","Other Pistol ","","","その他のハンドガン","","",1,4,false,true
1103,"marui","Other Rifle","","","その他のライフル","","",2,1,false,true
1104,"marui","Other Rifle","","","その他のライフル","","",2,2,false,true
1105,"marui","Other Rifle","","","その他のライフル","","",2,4,false,true
1106,"marui","Other Shotgun","","","その他のショットガン","","",4,1,false,true
1107,"marui","Other Shotgun","","","その他のショットガン","","",4,2,false,true
1108,"marui","Other Shotgun","","","その他のショットガン","","",4,4,false,true
1109,"marui","Other SMG","","","その他のSMG","","",8,1,false,true
1110,"marui","Other SMG","","","その他のSMG","","",8,2,false,true
1111,"marui","Other SMG","","","その他のSMG","","",8,4,false,true
1112,"marui","Other Pistol","","","その他のハンドガン","","",1,1,true,true
1113,"marui","Other Pistol","","","その他のハンドガン","","",1,2,true,true
1114,"marui","Other Pistol","","","その他のハンドガン","","",1,4,true,true
1115,"marui","Other Rifle","","","その他のライフル","","",2,1,true,true
1116,"marui","Other Rifle","","","その他のライフル","","",2,2,true,true
1117,"marui","Other Rifle","","","その他のライフル","","",2,4,true,true
1118,"marui","Other Shotgun","","","その他のショットガン","","",4,1,true,true
1119,"marui","Other Shotgun","","","その他のショットガン","","",4,2,true,true
1120,"marui","Other Shotgun","","","その他のショットガン","","",4,4,true,true
1121,"marui","Other SMG","","","その他のSMG","","",8,1,true,true
1122,"marui","Other SMG","","","その他のSMG","","",8,2,true,true
1123,"marui","Other SMG","","","その他のSMG","","",8,4,true,true

10000,"marui","H&K SOCOM Mk23","","","H&K ソーコム Mk23","","",1,1,false
10001,"marui","COLT M1911A1 GOVERNMENT","","","コルト M1911A1ガバメント","","",1,1,false
10002,"marui","S&W PC356","","","S&W PC356","","",1,1,false
10003,"marui","M8000 COUGAR G","","","M8000 クーガーG","","",1,1,false
10004,"marui","M92F","","","M92F","","",1,1,false
10005,"marui","H&K USP","","","H&K USP","","",1,1,false
10006,"marui","Cz75","","","Cz75","","",1,1,false
10007,"marui","KP85","","","KP85","","",1,1,false
10008,"marui","H&K P7M13","","","H&K P7M13","","",1,1,false
10009,"marui","GLOCK17L","","","グロック17L ","","",1,1,false
10010,"marui","AUTO MAG III","","","オートマグIII","","",1,1,false
10011,"marui","CENTIMETER MASTER","","","センチメーター マスター","","",1,1,false
10012,"marui","SIG P228","","","シグ・ザウエル P228","","",1,1,false
10013,"marui","GLOCK17","","","グロック17","","",1,1,false
10014,"marui","COLT DOUBLE EAGLE","","","コルト ダブルイーグル","","",1,1,false
10015,"marui","SIG P228","","","シグ・ザウエル P228","","",1,1,true
10016,"marui","DESERT EAGLE","","","デザートイーグル","","",1,1,true
10017,"marui","CENTIMETER MASTER","","","センチメーター マスター","","",1,1,true
10018,"marui","AUTO MAG III","","","オートマグIII","","",1,1,true
10019,"marui","M92F","","","M92F","","",1,1,true
10020,"marui","OMEGA 10MM AUTO","","","オメガ 10mmオート","","",1,1,true
10021,"marui","44 AUTO MAG","","","44 オートマグ","","",1,1,true
10022,"marui","WALTHER P38","","","ワルサー P38","","",1,1,true
10023,"marui","Cz75","","","Cz75","","",1,1,true
10024,"marui","H&K USP","","","H&K USP","","",1,1,true
10025,"marui","H&K SOCOM Mk23","","","H&K ソーコム Mk23","","",1,1,true
10026,"marui","M8000 COUGAR G","","","M8000 クーガーG","","",1,1,true
10027,"marui","S&W PC356","","","S&W PC356","","",1,1,true
10028,"marui","GLOCK17","","","グロック17","","",1,1,true
10029,"marui","GLOCK17L","","","グロック17L","","",1,1,true
10030,"marui","S&W M645","","","S&W モデル645","","",1,1,true
10031,"marui","COLT M1911A1 GOVERNMENT","","","コルト M1911A1ガバメント","","",1,1,true
10032,"marui","COLT DOUBLE EAGLE","","","コルト ダブルイーグル","","",1,1,true
10033,"marui","SAA.45 Artillery 5-1/2 inch","","","SAA.45 アーティラリー 5-1/2インチ","","",1,1,true
10034,"marui","PYTHON.357mag. PPC CUSTOM 6inch","","","パイソンPPCカスタム 6インチ","","",1,1,true
10035,"marui","PYTHON.357mag. PPC CUSTOM 4inch","","","パイソンPPCカスタム 4インチ","","",1,1,true
10036,"marui","COLT PYTHON.357mag. 6inch","","","コルトパイソン.357マグナム 6インチ","","",1,1,true
10037,"marui","COLT PYTHON.357mag. 4inch","","","コルトパイソン.357マグナム 6インチ","","",1,1,true

10038,"marui","POLICE PISTOL SS","","","ポリスピストルSS","","ニュー銀ダンエアガンRF",1,1,true
10039,"marui","GLOCK26","","","グロック26","","ニュー銀ダンエアガンRF",1,1,true

10100,"marui","VSR-ONE","","","VSR-ONE","","",2,1,false
10101,"marui","M40A5","","","M40A5","","",2,1,false
10102,"marui","L96 AWS","","","L96 LWS","","",2,1,false
10103,"marui","VSR-10 PRO SNIPER ver. G SPEC.","","","VSR-10 プロスナイパーバージョン Gスペック","","",2,1,false
10104,"marui","VSR-10 PRO SNIPER ver.","","","VSR-10 プロスナイパーバージョン","","",2,1,false
10105,"marui","VSR-10 REAL SHOCK ver.","","","VSR-10 リアルショックバージョン","","",2,1,false
10106,"marui","VSR-10 PRO HUNTER G","","","VSR-10 プロハンターG","","",2,1,false
10107,"marui","M3 SHORTY","","","M3 ショーティ","","",4,1,false
10108,"marui","M3 SUPER90","","","M3 スーパー90","","",4,1,false
10109,"marui","SPAS12","","","スパス12","","",4,1,false
10110,"marui","H&K MP5 A3","","","H&K MP5 A3","","",8,1,false
10111,"marui","SMG UZI","","","ウージー・サブマシンガン","","",8,1,false
10112,"marui","WALTHER MPL","","","ワルサー MPL","","",8,1,false
10113,"marui","Vz61 SCORPION","","","Vz61 スコーピオン","","",8,1,false
10114,"marui","COLT XM177 E2","","","コルト XM177 E2","","",2,1,false
10115,"marui","H&K G3A3","","","H&K G3A3","","",2,1,false
10116,"marui","COLT M16A1","","","コルト M16A1","","",2,1,false
10117,"marui","H&K MP5 A3","","","H&K MP5 A3","","",8,1,true
10118,"marui","SMG UZI","","","ウージー・サブマシンガン","","",8,1,true
10119,"marui","WALTHER MPL","","","ワルサー MPL","","",8,1,true
10120,"marui","Vz61 SCORPION","","","Vz61 スコーピオン","","",8,1,true
10121,"marui","COLT XM177 E2","","","コルト XM177 E2","","",2,1,true

11000,"marui","MK46 MOD.0","","Next generation series","マーク46 モッド0","","次世代電動ガン",2,2,false
11001,"marui","HK417","","Next generation series","HK417 アーリーバリアント","","次世代電動ガン",2,2,false
11002,"marui","DEVGRU HK416D","","Next generation series","DEVGRUカスタム HK416D","","次世代電動ガン",2,2,false
11003,"marui","DELTA HK416","","Next generation series","HK416 デルタカスタム","","次世代電動ガン",2,2,false
11004,"marui","Mk18 MOD.1","","Next generation series","マーク18 モッド1","","次世代電動ガン",2,2,false
11005,"marui","URG-I SOPMOD BLOCK 3","","Next generation series","URG-I ソップモッド ブロック3","","次世代電動ガン",2,2,false
11006,"marui","URG-I 11.5inch SOPMOD BLOCK 3","","Next generation series","URG-I 11.5inch ソップモッド ブロック3","","次世代電動ガン",2,2,false
11007,"marui","HK416D","","Next generation series","HK416D","","次世代電動ガン",2,2,false
11008,"marui","RECCE RIFLE","","Next generation series","レシーライフル","","次世代電動ガン",2,2,false
11009,"marui","HK416C CUSTOM","","Next generation series","HK416C カスタム","","次世代電動ガン",2,2,false
11010,"marui","SCAR-H","","Next generation series","スカーH","","次世代電動ガン",2,2,false
11011,"marui","MP5 A5","","Next generation series","MP5 A5","","次世代電動ガン",8,2,false
11012,"marui","SCAR-L","","Next generation series","スカーL","","次世代電動ガン",2,2,false
11013,"marui","SCAR-L CQC","","Next generation series","スカーL CQC","","次世代電動ガン",2,2,false
11014,"marui","SOPMOD M4","","Next generation series","ソップモッドM4","","次世代電動ガン",2,2,false
11015,"marui","AK74MN","","Next generation series","AK74MN","","次世代電動ガン",2,2,false
11016,"marui","CQB-R","","Next generation series","CQB-R","","次世代電動ガン",2,2,false
11017,"marui","AK STORM","","Next generation series","AKストーム","","次世代電動ガン",2,2,false
11018,"marui","AKS74U","","Next generation series","AKS74U","","次世代電動ガン",2,2,false
11019,"marui","AK47","","Next generation series","AK47","","次世代電動ガン",2,2,false
11020,"marui","M4A1 SOCOM CARBINE","","Next generation series","M4A1 カービン","","次世代電動ガン",2,2,false
11021,"marui","AK102","","Next generation series","AK102","","次世代電動ガン",2,2,false
11022,"marui","AKS74N","","Next generation series","AKS74N","","次世代電動ガン",2,2,false
11023,"marui","AKS47","","Next generation series","AKS47","","次世代電動ガン",2,2,false
11024,"marui","G36K","","Next generation series","G36K","","次世代電動ガン",2,2,false
11025,"marui","G36C CUSTOM","","Next generation series","G36Cカスタム","","次世代電動ガン",2,2,false
11026,"marui","URG-I 11.5inch","","Next generation series","URG-I 11.5inch","","次世代電動ガン",2,2,false
11027,"marui","P-90+","","Plus series","P-90","","電動ガンプラスシリーズ",2,2,false
11028,"marui","MP5 SD6","","Next generation series","MP5 SD6","","次世代電動ガン",8,2,false

11100,"marui","SGR-12","","","SGR-12","","",4,2,false
11101,"marui","AA-12","","","AA-12","","",4,2,false
11102,"marui","THOR'S HAMMER","","","トールハンマー","","〈アルバート.W.モデル 02〉",4,2,false

11200,"marui","M933 COMMANDO","","Standard-Type series","コルト M933コマンド","","電動ガンスタンダードタイプ",2,2,false
11201,"marui","Type 89 RIFLE (Folding Stock)","","Standard-Type series","89式5.56mm小銃〈折曲銃床式〉","","電動ガンスタンダードタイプ",2,2,false
11202,"marui","","","Standard-Type series","M14ソーコム","","電動ガンスタンダードタイプ",2,2,false
11203,"marui","P-90","","Standard-Type series","P-90","","電動ガンスタンダードタイプ",2,2,false
11204,"marui","Type 89 RIFLE","","Standard-Type series","89式5.56mm小銃","","電動ガンスタンダードタイプ",2,2,false
11205,"marui","COLT M4A1 CARBINE","","Standard-Type series","コルト M4A1カービン","","電動ガンスタンダードタイプ",2,2,false
11206,"marui","U.S.RIFLE M14","","Standard-Type series","U.S.ライフル M14","","電動ガンスタンダードタイプ",2,2,false
11207,"marui","MP5-J","","Standard-Type series","MP5-J","","電動ガンスタンダードタイプ",8,2,false
11208,"marui","H&K G3 SAS","","Standard-Type series","H&K G3 SAS","","電動ガンスタンダードタイプ",2,2,false
11209,"marui","SIG552 SEALS","","Standard-Type series","SIG552 シールズ","","電動ガンスタンダードタイプ",2,2,false
11210,"marui","M733 COMMANDO","","Standard-Type series","コルト M733コマンド","","電動ガンスタンダードタイプ",2,2,false
11211,"marui","H&K G36C","","Standard-Type series","H&K G36C","","電動ガンスタンダードタイプ",2,2,false
11212,"marui","H&K MP5A5","","Standard-Type series","H&K MP5A5（ハイグレードバージョン）","","電動ガンスタンダードタイプ",8,2,false
11213,"marui","H&K MP5A4","","Standard-Type series","H&K MP5A4（ハイグレードバージョン）","","電動ガンスタンダードタイプ",8,2,false
11214,"marui","H&K MP5A5 R.A.S.","","Standard-Type series","H&K MP5A5 R.A.S.","","電動ガンスタンダードタイプ",8,2,false
11215,"marui","P-90 TR","","Standard-Type series","P-90 TR","","電動ガンスタンダードタイプ",2,2,false
11216,"marui","AK47 Beta-SPETSNAZ","","Standard-Type series","AK47 ヴェータ・スペツナズ","","電動ガンスタンダードタイプ",2,2,false
11217,"marui","H&K MP5 SD5","","Standard-Type series","H&K MP5 SD5","","電動ガンスタンダードタイプ",8,2,false
11218,"marui","KNIGHT'S SR-16 M4 CARBINE","","Standard-Type series","ナイツSR-16 M4カービン","","電動ガンスタンダードタイプ",2,2,false
11219,"marui","COLT M16A1 VIETNAM VER.","","Standard-Type series","コルトM16A1 ベトナムバージョン","","電動ガンスタンダードタイプ",2,2,false
11220,"marui","TOMPSON M1A1","","Standard-Type series","トンプソンM1A1","","電動ガンスタンダードタイプ",8,2,false
