_id,manufacturerId,shortName,fullName,description,shortNameJa,fullNameJa,descriptionJa,type,powerSource,lowFps,generic,deleted
430,"ares","Other Rifle","","","その他のライフル","","",2,4,false,true
431,"ares","Other Shotgun","","","その他のショットガン","","",4,1,false,true
432,"ares","Other Shotgun","","","その他のショットガン","","",4,2,false,true
433,"ares","Other Shotgun","","","その他のショットガン","","",4,4,false,true
434,"ares","Other SMG","","","その他のSMG","","",8,1,false,true
435,"ares","Other SMG","","","その他のSMG","","",8,2,false,true
436,"ares","Other SMG","","","その他のSMG","","",8,4,false,true
437,"ares","Other Pistol","","","その他のハンドガン","","",1,1,true,true
438,"ares","Other Pistol","","","その他のハンドガン","","",1,2,true,true
439,"ares","Other Pistol","","","その他のハンドガン","","",1,4,true,true
440,"ares","Other Rifle","","","その他のライフル","","",2,1,true,true
441,"ares","Other Rifle","","","その他のライフル","","",2,2,true,true
442,"ares","Other Rifle","","","その他のライフル","","",2,4,true,true
443,"ares","Other Shotgun","","","その他のショットガン","","",4,1,true,true
444,"ares","Other Shotgun","","","その他のショットガン","","",4,2,true,true
445,"ares","Other Shotgun","","","その他のショットガン","","",4,4,true,true
446,"ares","Other SMG","","","その他のSMG","","",8,1,true,true
447,"ares","Other SMG","","","その他のSMG","","",8,2,true,true
448,"ares","Other SMG","","","その他のSMG","","",8,4,true,true

450,"s&t","Other Pistol","","","その他のハンドガン","","",1,1,false,true
451,"s&t","Other Pistol ","","","その他のハンドガン","","",1,2,false,true
452,"s&t","Other Pistol ","","","その他のハンドガン","","",1,4,false,true
453,"s&t","Other Rifle","","","その他のライフル","","",2,1,false,true
454,"s&t","Other Rifle","","","その他のライフル","","",2,2,false,true
455,"s&t","Other Rifle","","","その他のライフル","","",2,4,false,true
456,"s&t","Other Shotgun","","","その他のショットガン","","",4,1,false,true
457,"s&t","Other Shotgun","","","その他のショットガン","","",4,2,false,true
458,"s&t","Other Shotgun","","","その他のショットガン","","",4,4,false,true
459,"s&t","Other SMG","","","その他のSMG","","",8,1,false,true
460,"s&t","Other SMG","","","その他のSMG","","",8,2,false,true
461,"s&t","Other SMG","","","その他のSMG","","",8,4,false,true
462,"s&t","Other Pistol","","","その他のハンドガン","","",1,1,true,true
463,"s&t","Other Pistol","","","その他のハンドガン","","",1,2,true,true
464,"s&t","Other Pistol","","","その他のハンドガン","","",1,4,true,true
465,"s&t","Other Rifle","","","その他のライフル","","",2,1,true,true
466,"s&t","Other Rifle","","","その他のライフル","","",2,2,true,true
467,"s&t","Other Rifle","","","その他のライフル","","",2,4,true,true
468,"s&t","Other Shotgun","","","その他のショットガン","","",4,1,true,true
469,"s&t","Other Shotgun","","","その他のショットガン","","",4,2,true,true
470,"s&t","Other Shotgun","","","その他のショットガン","","",4,4,true,true
471,"s&t","Other SMG","","","その他のSMG","","",8,1,true,true
472,"s&t","Other SMG","","","その他のSMG","","",8,2,true,true
473,"s&t","Other SMG","","","その他のSMG","","",8,4,true,true

475,"bolt","Other Pistol","","","その他のハンドガン","","",1,1,false,true
476,"bolt","Other Pistol ","","","その他のハンドガン","","",1,2,false,true
477,"bolt","Other Pistol ","","","その他のハンドガン","","",1,4,false,true
478,"bolt","Other Rifle","","","その他のライフル","","",2,1,false,true
479,"bolt","Other Rifle","","","その他のライフル","","",2,2,false,true
480,"bolt","Other Rifle","","","その他のライフル","","",2,4,false,true
481,"bolt","Other Shotgun","","","その他のショットガン","","",4,1,false,true
482,"bolt","Other Shotgun","","","その他のショットガン","","",4,2,false,true
483,"bolt","Other Shotgun","","","その他のショットガン","","",4,4,false,true
484,"bolt","Other SMG","","","その他のSMG","","",8,1,false,true
485,"bolt","Other SMG","","","その他のSMG","","",8,2,false,true
486,"bolt","Other SMG","","","その他のSMG","","",8,4,false,true
487,"bolt","Other Pistol","","","その他のハンドガン","","",1,1,true,true
488,"bolt","Other Pistol","","","その他のハンドガン","","",1,2,true,true
489,"bolt","Other Pistol","","","その他のハンドガン","","",1,4,true,true
490,"bolt","Other Rifle","","","その他のライフル","","",2,1,true,true
491,"bolt","Other Rifle","","","その他のライフル","","",2,2,true,true
492,"bolt","Other Rifle","","","その他のライフル","","",2,4,true,true
493,"bolt","Other Shotgun","","","その他のショットガン","","",4,1,true,true
494,"bolt","Other Shotgun","","","その他のショットガン","","",4,2,true,true
495,"bolt","Other Shotgun","","","その他のショットガン","","",4,4,true,true
496,"bolt","Other SMG","","","その他のSMG","","",8,1,true,true
497,"bolt","Other SMG","","","その他のSMG","","",8,2,true,true
498,"bolt","Other SMG","","","その他のSMG","","",8,4,true,true

500,"classicarmy","Other Pistol","","","その他のハンドガン","","",1,1,false,true
501,"classicarmy","Other Pistol ","","","その他のハンドガン","","",1,2,false,true
502,"classicarmy","Other Pistol ","","","その他のハンドガン","","",1,4,false,true
503,"classicarmy","Other Rifle","","","その他のライフル","","",2,1,false,true
504,"classicarmy","Other Rifle","","","その他のライフル","","",2,2,false,true
505,"classicarmy","Other Rifle","","","その他のライフル","","",2,4,false,true
506,"classicarmy","Other Shotgun","","","その他のショットガン","","",4,1,false,true
507,"classicarmy","Other Shotgun","","","その他のショットガン","","",4,2,false,true
508,"classicarmy","Other Shotgun","","","その他のショットガン","","",4,4,false,true
509,"classicarmy","Other SMG","","","その他のSMG","","",8,1,false,true
510,"classicarmy","Other SMG","","","その他のSMG","","",8,2,false,true
511,"classicarmy","Other SMG","","","その他のSMG","","",8,4,false,true
512,"classicarmy","Other Pistol","","","その他のハンドガン","","",1,1,true,true
513,"classicarmy","Other Pistol","","","その他のハンドガン","","",1,2,true,true
514,"classicarmy","Other Pistol","","","その他のハンドガン","","",1,4,true,true
515,"classicarmy","Other Rifle","","","その他のライフル","","",2,1,true,true
516,"classicarmy","Other Rifle","","","その他のライフル","","",2,2,true,true
517,"classicarmy","Other Rifle","","","その他のライフル","","",2,4,true,true
518,"classicarmy","Other Shotgun","","","その他のショットガン","","",4,1,true,true
519,"classicarmy","Other Shotgun","","","その他のショットガン","","",4,2,true,true
520,"classicarmy","Other Shotgun","","","その他のショットガン","","",4,4,true,true
521,"classicarmy","Other SMG","","","その他のSMG","","",8,1,true,true
522,"classicarmy","Other SMG","","","その他のSMG","","",8,2,true,true
523,"classicarmy","Other SMG","","","その他のSMG","","",8,4,true,true

525,"g&p","Other Pistol","","","その他のハンドガン","","",1,1,false,true
526,"g&p","Other Pistol ","","","その他のハンドガン","","",1,2,false,true
527,"g&p","Other Pistol ","","","その他のハンドガン","","",1,4,false,true
528,"g&p","Other Rifle","","","その他のライフル","","",2,1,false,true
529,"g&p","Other Rifle","","","その他のライフル","","",2,2,false,true
530,"g&p","Other Rifle","","","その他のライフル","","",2,4,false,true
531,"g&p","Other Shotgun","","","その他のショットガン","","",4,1,false,true
532,"g&p","Other Shotgun","","","その他のショットガン","","",4,2,false,true
533,"g&p","Other Shotgun","","","その他のショットガン","","",4,4,false,true
534,"g&p","Other SMG","","","その他のSMG","","",8,1,false,true
535,"g&p","Other SMG","","","その他のSMG","","",8,2,false,true
536,"g&p","Other SMG","","","その他のSMG","","",8,4,false,true
537,"g&p","Other Pistol","","","その他のハンドガン","","",1,1,true,true
538,"g&p","Other Pistol","","","その他のハンドガン","","",1,2,true,true
539,"g&p","Other Pistol","","","その他のハンドガン","","",1,4,true,true
540,"g&p","Other Rifle","","","その他のライフル","","",2,1,true,true
541,"g&p","Other Rifle","","","その他のライフル","","",2,2,true,true
542,"g&p","Other Rifle","","","その他のライフル","","",2,4,true,true
543,"g&p","Other Shotgun","","","その他のショットガン","","",4,1,true,true
544,"g&p","Other Shotgun","","","その他のショットガン","","",4,2,true,true
545,"g&p","Other Shotgun","","","その他のショットガン","","",4,4,true,true
546,"g&p","Other SMG","","","その他のSMG","","",8,1,true,true
547,"g&p","Other SMG","","","その他のSMG","","",8,2,true,true
548,"g&p","Other SMG","","","その他のSMG","","",8,4,true,true

550,"aps","Other Pistol","","","その他のハンドガン","","",1,1,false,true
551,"aps","Other Pistol ","","","その他のハンドガン","","",1,2,false,true
552,"aps","Other Pistol ","","","その他のハンドガン","","",1,4,false,true
553,"aps","Other Rifle","","","その他のライフル","","",2,1,false,true
554,"aps","Other Rifle","","","その他のライフル","","",2,2,false,true
555,"aps","Other Rifle","","","その他のライフル","","",2,4,false,true
556,"aps","Other Shotgun","","","その他のショットガン","","",4,1,false,true
557,"aps","Other Shotgun","","","その他のショットガン","","",4,2,false,true
558,"aps","Other Shotgun","","","その他のショットガン","","",4,4,false,true
559,"aps","Other SMG","","","その他のSMG","","",8,1,false,true
560,"aps","Other SMG","","","その他のSMG","","",8,2,false,true
561,"aps","Other SMG","","","その他のSMG","","",8,4,false,true
562,"aps","Other Pistol","","","その他のハンドガン","","",1,1,true,true
563,"aps","Other Pistol","","","その他のハンドガン","","",1,2,true,true
564,"aps","Other Pistol","","","その他のハンドガン","","",1,4,true,true
565,"aps","Other Rifle","","","その他のライフル","","",2,1,true,true
566,"aps","Other Rifle","","","その他のライフル","","",2,2,true,true
567,"aps","Other Rifle","","","その他のライフル","","",2,4,true,true
568,"aps","Other Shotgun","","","その他のショットガン","","",4,1,true,true
569,"aps","Other Shotgun","","","その他のショットガン","","",4,2,true,true
570,"aps","Other Shotgun","","","その他のショットガン","","",4,4,true,true
571,"aps","Other SMG","","","その他のSMG","","",8,1,true,true
572,"aps","Other SMG","","","その他のSMG","","",8,2,true,true
573,"aps","Other SMG","","","その他のSMG","","",8,4,true,true

575,"realsword","Other Pistol","","","その他のハンドガン","","",1,1,false,true
576,"realsword","Other Pistol ","","","その他のハンドガン","","",1,2,false,true
577,"realsword","Other Pistol ","","","その他のハンドガン","","",1,4,false,true
578,"realsword","Other Rifle","","","その他のライフル","","",2,1,false,true
579,"realsword","Other Rifle","","","その他のライフル","","",2,2,false,true
580,"realsword","Other Rifle","","","その他のライフル","","",2,4,false,true
581,"realsword","Other Shotgun","","","その他のショットガン","","",4,1,false,true
582,"realsword","Other Shotgun","","","その他のショットガン","","",4,2,false,true
583,"realsword","Other Shotgun","","","その他のショットガン","","",4,4,false,true
584,"realsword","Other SMG","","","その他のSMG","","",8,1,false,true
585,"realsword","Other SMG","","","その他のSMG","","",8,2,false,true
586,"realsword","Other SMG","","","その他のSMG","","",8,4,false,true
587,"realsword","Other Pistol","","","その他のハンドガン","","",1,1,true,true
588,"realsword","Other Pistol","","","その他のハンドガン","","",1,2,true,true
589,"realsword","Other Pistol","","","その他のハンドガン","","",1,4,true,true
590,"realsword","Other Rifle","","","その他のライフル","","",2,1,true,true
591,"realsword","Other Rifle","","","その他のライフル","","",2,2,true,true
592,"realsword","Other Rifle","","","その他のライフル","","",2,4,true,true
593,"realsword","Other Shotgun","","","その他のショットガン","","",4,1,true,true
594,"realsword","Other Shotgun","","","その他のショットガン","","",4,2,true,true
595,"realsword","Other Shotgun","","","その他のショットガン","","",4,4,true,true
596,"realsword","Other SMG","","","その他のSMG","","",8,1,true,true
597,"realsword","Other SMG","","","その他のSMG","","",8,2,true,true
598,"realsword","Other SMG","","","その他のSMG","","",8,4,true,true

600,"src","Other Pistol","","","その他のハンドガン","","",1,1,false,true
601,"src","Other Pistol ","","","その他のハンドガン","","",1,2,false,true
602,"src","Other Pistol ","","","その他のハンドガン","","",1,4,false,true
603,"src","Other Rifle","","","その他のライフル","","",2,1,false,true
604,"src","Other Rifle","","","その他のライフル","","",2,2,false,true
605,"src","Other Rifle","","","その他のライフル","","",2,4,false,true
606,"src","Other Shotgun","","","その他のショットガン","","",4,1,false,true
607,"src","Other Shotgun","","","その他のショットガン","","",4,2,false,true
608,"src","Other Shotgun","","","その他のショットガン","","",4,4,false,true
609,"src","Other SMG","","","その他のSMG","","",8,1,false,true
610,"src","Other SMG","","","その他のSMG","","",8,2,false,true
611,"src","Other SMG","","","その他のSMG","","",8,4,false,true
612,"src","Other Pistol","","","その他のハンドガン","","",1,1,true,true
613,"src","Other Pistol","","","その他のハンドガン","","",1,2,true,true
614,"src","Other Pistol","","","その他のハンドガン","","",1,4,true,true
615,"src","Other Rifle","","","その他のライフル","","",2,1,true,true
616,"src","Other Rifle","","","その他のライフル","","",2,2,true,true
617,"src","Other Rifle","","","その他のライフル","","",2,4,true,true
618,"src","Other Shotgun","","","その他のショットガン","","",4,1,true,true
619,"src","Other Shotgun","","","その他のショットガン","","",4,2,true,true
620,"src","Other Shotgun","","","その他のショットガン","","",4,4,true,true
621,"src","Other SMG","","","その他のSMG","","",8,1,true,true
622,"src","Other SMG","","","その他のSMG","","",8,2,true,true
623,"src","Other SMG","","","その他のSMG","","",8,4,true,true

625,"lct","Other Pistol","","","その他のハンドガン","","",1,1,false,true
626,"lct","Other Pistol ","","","その他のハンドガン","","",1,2,false,true
627,"lct","Other Pistol ","","","その他のハンドガン","","",1,4,false,true
628,"lct","Other Rifle","","","その他のライフル","","",2,1,false,true
629,"lct","Other Rifle","","","その他のライフル","","",2,2,false,true
630,"lct","Other Rifle","","","その他のライフル","","",2,4,false,true
631,"lct","Other Shotgun","","","その他のショットガン","","",4,1,false,true
632,"lct","Other Shotgun","","","その他のショットガン","","",4,2,false,true
633,"lct","Other Shotgun","","","その他のショットガン","","",4,4,false,true
634,"lct","Other SMG","","","その他のSMG","","",8,1,false,true
635,"lct","Other SMG","","","その他のSMG","","",8,2,false,true
636,"lct","Other SMG","","","その他のSMG","","",8,4,false,true
637,"lct","Other Pistol","","","その他のハンドガン","","",1,1,true,true
638,"lct","Other Pistol","","","その他のハンドガン","","",1,2,true,true
639,"lct","Other Pistol","","","その他のハンドガン","","",1,4,true,true
640,"lct","Other Rifle","","","その他のライフル","","",2,1,true,true
641,"lct","Other Rifle","","","その他のライフル","","",2,2,true,true
642,"lct","Other Rifle","","","その他のライフル","","",2,4,true,true
643,"lct","Other Shotgun","","","その他のショットガン","","",4,1,true,true
644,"lct","Other Shotgun","","","その他のショットガン","","",4,2,true,true
645,"lct","Other Shotgun","","","その他のショットガン","","",4,4,true,true
646,"lct","Other SMG","","","その他のSMG","","",8,1,true,true
647,"lct","Other SMG","","","その他のSMG","","",8,2,true,true
648,"lct","Other SMG","","","その他のSMG","","",8,4,true,true

650,"ics","Other Pistol","","","その他のハンドガン","","",1,1,false,true
651,"ics","Other Pistol ","","","その他のハンドガン","","",1,2,false,true
652,"ics","Other Pistol ","","","その他のハンドガン","","",1,4,false,true
653,"ics","Other Rifle","","","その他のライフル","","",2,1,false,true
654,"ics","Other Rifle","","","その他のライフル","","",2,2,false,true
655,"ics","Other Rifle","","","その他のライフル","","",2,4,false,true
656,"ics","Other Shotgun","","","その他のショットガン","","",4,1,false,true
657,"ics","Other Shotgun","","","その他のショットガン","","",4,2,false,true
658,"ics","Other Shotgun","","","その他のショットガン","","",4,4,false,true
659,"ics","Other SMG","","","その他のSMG","","",8,1,false,true
660,"ics","Other SMG","","","その他のSMG","","",8,2,false,true
661,"ics","Other SMG","","","その他のSMG","","",8,4,false,true
662,"ics","Other Pistol","","","その他のハンドガン","","",1,1,true,true
663,"ics","Other Pistol","","","その他のハンドガン","","",1,2,true,true
664,"ics","Other Pistol","","","その他のハンドガン","","",1,4,true,true
665,"ics","Other Rifle","","","その他のライフル","","",2,1,true,true
666,"ics","Other Rifle","","","その他のライフル","","",2,2,true,true
667,"ics","Other Rifle","","","その他のライフル","","",2,4,true,true
668,"ics","Other Shotgun","","","その他のショットガン","","",4,1,true,true
669,"ics","Other Shotgun","","","その他のショットガン","","",4,2,true,true
670,"ics","Other Shotgun","","","その他のショットガン","","",4,4,true,true
671,"ics","Other SMG","","","その他のSMG","","",8,1,true,true
672,"ics","Other SMG","","","その他のSMG","","",8,2,true,true
673,"ics","Other SMG","","","その他のSMG","","",8,4,true,true

675,"doubleeagle","Other Pistol","","","その他のハンドガン","","",1,1,false,true
676,"doubleeagle","Other Pistol ","","","その他のハンドガン","","",1,2,false,true
677,"doubleeagle","Other Pistol ","","","その他のハンドガン","","",1,4,false,true
678,"doubleeagle","Other Rifle","","","その他のライフル","","",2,1,false,true
679,"doubleeagle","Other Rifle","","","その他のライフル","","",2,2,false,true
680,"doubleeagle","Other Rifle","","","その他のライフル","","",2,4,false,true
681,"doubleeagle","Other Shotgun","","","その他のショットガン","","",4,1,false,true
682,"doubleeagle","Other Shotgun","","","その他のショットガン","","",4,2,false,true
683,"doubleeagle","Other Shotgun","","","その他のショットガン","","",4,4,false,true
684,"doubleeagle","Other SMG","","","その他のSMG","","",8,1,false,true
685,"doubleeagle","Other SMG","","","その他のSMG","","",8,2,false,true
686,"doubleeagle","Other SMG","","","その他のSMG","","",8,4,false,true
687,"doubleeagle","Other Pistol","","","その他のハンドガン","","",1,1,true,true
688,"doubleeagle","Other Pistol","","","その他のハンドガン","","",1,2,true,true
689,"doubleeagle","Other Pistol","","","その他のハンドガン","","",1,4,true,true
690,"doubleeagle","Other Rifle","","","その他のライフル","","",2,1,true,true
691,"doubleeagle","Other Rifle","","","その他のライフル","","",2,2,true,true
692,"doubleeagle","Other Rifle","","","その他のライフル","","",2,4,true,true
693,"doubleeagle","Other Shotgun","","","その他のショットガン","","",4,1,true,true
694,"doubleeagle","Other Shotgun","","","その他のショットガン","","",4,2,true,true
695,"doubleeagle","Other Shotgun","","","その他のショットガン","","",4,4,true,true
696,"doubleeagle","Other SMG","","","その他のSMG","","",8,1,true,true
697,"doubleeagle","Other SMG","","","その他のSMG","","",8,2,true,true
698,"doubleeagle","Other SMG","","","その他のSMG","","",8,4,true,true

700,"a&k","Other Pistol","","","その他のハンドガン","","",1,1,false,true
701,"a&k","Other Pistol ","","","その他のハンドガン","","",1,2,false,true
702,"a&k","Other Pistol ","","","その他のハンドガン","","",1,4,false,true
703,"a&k","Other Rifle","","","その他のライフル","","",2,1,false,true
704,"a&k","Other Rifle","","","その他のライフル","","",2,2,false,true
705,"a&k","Other Rifle","","","その他のライフル","","",2,4,false,true
706,"a&k","Other Shotgun","","","その他のショットガン","","",4,1,false,true
707,"a&k","Other Shotgun","","","その他のショットガン","","",4,2,false,true
708,"a&k","Other Shotgun","","","その他のショットガン","","",4,4,false,true
709,"a&k","Other SMG","","","その他のSMG","","",8,1,false,true
710,"a&k","Other SMG","","","その他のSMG","","",8,2,false,true
711,"a&k","Other SMG","","","その他のSMG","","",8,4,false,true
712,"a&k","Other Pistol","","","その他のハンドガン","","",1,1,true,true
713,"a&k","Other Pistol","","","その他のハンドガン","","",1,2,true,true
714,"a&k","Other Pistol","","","その他のハンドガン","","",1,4,true,true
715,"a&k","Other Rifle","","","その他のライフル","","",2,1,true,true
716,"a&k","Other Rifle","","","その他のライフル","","",2,2,true,true
717,"a&k","Other Rifle","","","その他のライフル","","",2,4,true,true
718,"a&k","Other Shotgun","","","その他のショットガン","","",4,1,true,true
719,"a&k","Other Shotgun","","","その他のショットガン","","",4,2,true,true
720,"a&k","Other Shotgun","","","その他のショットガン","","",4,4,true,true
721,"a&k","Other SMG","","","その他のSMG","","",8,1,true,true
722,"a&k","Other SMG","","","その他のSMG","","",8,2,true,true
723,"a&k","Other SMG","","","その他のSMG","","",8,4,true,true

725,"agm","Other Pistol","","","その他のハンドガン","","",1,1,false,true
726,"agm","Other Pistol ","","","その他のハンドガン","","",1,2,false,true
727,"agm","Other Pistol ","","","その他のハンドガン","","",1,4,false,true
728,"agm","Other Rifle","","","その他のライフル","","",2,1,false,true
729,"agm","Other Rifle","","","その他のライフル","","",2,2,false,true
730,"agm","Other Rifle","","","その他のライフル","","",2,4,false,true
731,"agm","Other Shotgun","","","その他のショットガン","","",4,1,false,true
732,"agm","Other Shotgun","","","その他のショットガン","","",4,2,false,true
733,"agm","Other Shotgun","","","その他のショットガン","","",4,4,false,true
734,"agm","Other SMG","","","その他のSMG","","",8,1,false,true
735,"agm","Other SMG","","","その他のSMG","","",8,2,false,true
736,"agm","Other SMG","","","その他のSMG","","",8,4,false,true
737,"agm","Other Pistol","","","その他のハンドガン","","",1,1,true,true
738,"agm","Other Pistol","","","その他のハンドガン","","",1,2,true,true
739,"agm","Other Pistol","","","その他のハンドガン","","",1,4,true,true
740,"agm","Other Rifle","","","その他のライフル","","",2,1,true,true
741,"agm","Other Rifle","","","その他のライフル","","",2,2,true,true
742,"agm","Other Rifle","","","その他のライフル","","",2,4,true,true
743,"agm","Other Shotgun","","","その他のショットガン","","",4,1,true,true
744,"agm","Other Shotgun","","","その他のショットガン","","",4,2,true,true
745,"agm","Other Shotgun","","","その他のショットガン","","",4,4,true,true
746,"agm","Other SMG","","","その他のSMG","","",8,1,true,true
747,"agm","Other SMG","","","その他のSMG","","",8,2,true,true
748,"agm","Other SMG","","","その他のSMG","","",8,4,true,true

750,"kingarms","Other Pistol","","","その他のハンドガン","","",1,1,false,true
751,"kingarms","Other Pistol ","","","その他のハンドガン","","",1,2,false,true
752,"kingarms","Other Pistol ","","","その他のハンドガン","","",1,4,false,true
753,"kingarms","Other Rifle","","","その他のライフル","","",2,1,false,true
754,"kingarms","Other Rifle","","","その他のライフル","","",2,2,false,true
755,"kingarms","Other Rifle","","","その他のライフル","","",2,4,false,true
756,"kingarms","Other Shotgun","","","その他のショットガン","","",4,1,false,true
757,"kingarms","Other Shotgun","","","その他のショットガン","","",4,2,false,true
758,"kingarms","Other Shotgun","","","その他のショットガン","","",4,4,false,true
759,"kingarms","Other SMG","","","その他のSMG","","",8,1,false,true
760,"kingarms","Other SMG","","","その他のSMG","","",8,2,false,true
761,"kingarms","Other SMG","","","その他のSMG","","",8,4,false,true
762,"kingarms","Other Pistol","","","その他のハンドガン","","",1,1,true,true
763,"kingarms","Other Pistol","","","その他のハンドガン","","",1,2,true,true
764,"kingarms","Other Pistol","","","その他のハンドガン","","",1,4,true,true
765,"kingarms","Other Rifle","","","その他のライフル","","",2,1,true,true
766,"kingarms","Other Rifle","","","その他のライフル","","",2,2,true,true
767,"kingarms","Other Rifle","","","その他のライフル","","",2,4,true,true
768,"kingarms","Other Shotgun","","","その他のショットガン","","",4,1,true,true
769,"kingarms","Other Shotgun","","","その他のショットガン","","",4,2,true,true
770,"kingarms","Other Shotgun","","","その他のショットガン","","",4,4,true,true
771,"kingarms","Other SMG","","","その他のSMG","","",8,1,true,true
772,"kingarms","Other SMG","","","その他のSMG","","",8,2,true,true
773,"kingarms","Other SMG","","","その他のSMG","","",8,4,true,true


775,"amoeba","Other Pistol","","","その他のハンドガン","","",1,1,false,true
776,"amoeba","Other Pistol ","","","その他のハンドガン","","",1,2,false,true
777,"amoeba","Other Pistol ","","","その他のハンドガン","","",1,4,false,true
778,"amoeba","Other Rifle","","","その他のライフル","","",2,1,false,true
779,"amoeba","Other Rifle","","","その他のライフル","","",2,2,false,true
780,"amoeba","Other Rifle","","","その他のライフル","","",2,4,false,true
781,"amoeba","Other Shotgun","","","その他のショットガン","","",4,1,false,true
782,"amoeba","Other Shotgun","","","その他のショットガン","","",4,2,false,true
783,"amoeba","Other Shotgun","","","その他のショットガン","","",4,4,false,true
784,"amoeba","Other SMG","","","その他のSMG","","",8,1,false,true
785,"amoeba","Other SMG","","","その他のSMG","","",8,2,false,true
786,"amoeba","Other SMG","","","その他のSMG","","",8,4,false,true
787,"amoeba","Other Pistol","","","その他のハンドガン","","",1,1,true,true
788,"amoeba","Other Pistol","","","その他のハンドガン","","",1,2,true,true
789,"amoeba","Other Pistol","","","その他のハンドガン","","",1,4,true,true
790,"amoeba","Other Rifle","","","その他のライフル","","",2,1,true,true
791,"amoeba","Other Rifle","","","その他のライフル","","",2,2,true,true
792,"amoeba","Other Rifle","","","その他のライフル","","",2,4,true,true
793,"amoeba","Other Shotgun","","","その他のショットガン","","",4,1,true,true
794,"amoeba","Other Shotgun","","","その他のショットガン","","",4,2,true,true
795,"amoeba","Other Shotgun","","","その他のショットガン","","",4,4,true,true
796,"amoeba","Other SMG","","","その他のSMG","","",8,1,true,true
797,"amoeba","Other SMG","","","その他のSMG","","",8,2,true,true
798,"amoeba","Other SMG","","","その他のSMG","","",8,4,true,true

800,"kjworks","Other Pistol","","","その他のハンドガン","","",1,1,false,true
801,"kjworks","Other Pistol ","","","その他のハンドガン","","",1,2,false,true
802,"kjworks","Other Pistol ","","","その他のハンドガン","","",1,4,false,true
803,"kjworks","Other Rifle","","","その他のライフル","","",2,1,false,true
804,"kjworks","Other Rifle","","","その他のライフル","","",2,2,false,true
805,"kjworks","Other Rifle","","","その他のライフル","","",2,4,false,true
806,"kjworks","Other Shotgun","","","その他のショットガン","","",4,1,false,true
807,"kjworks","Other Shotgun","","","その他のショットガン","","",4,2,false,true
808,"kjworks","Other Shotgun","","","その他のショットガン","","",4,4,false,true
809,"kjworks","Other SMG","","","その他のSMG","","",8,1,false,true
810,"kjworks","Other SMG","","","その他のSMG","","",8,2,false,true
811,"kjworks","Other SMG","","","その他のSMG","","",8,4,false,true
812,"kjworks","Other Pistol","","","その他のハンドガン","","",1,1,true,true
813,"kjworks","Other Pistol","","","その他のハンドガン","","",1,2,true,true
814,"kjworks","Other Pistol","","","その他のハンドガン","","",1,4,true,true
815,"kjworks","Other Rifle","","","その他のライフル","","",2,1,true,true
816,"kjworks","Other Rifle","","","その他のライフル","","",2,2,true,true
817,"kjworks","Other Rifle","","","その他のライフル","","",2,4,true,true
818,"kjworks","Other Shotgun","","","その他のショットガン","","",4,1,true,true
819,"kjworks","Other Shotgun","","","その他のショットガン","","",4,2,true,true
820,"kjworks","Other Shotgun","","","その他のショットガン","","",4,4,true,true
821,"kjworks","Other SMG","","","その他のSMG","","",8,1,true,true
822,"kjworks","Other SMG","","","その他のSMG","","",8,2,true,true
823,"kjworks","Other SMG","","","その他のSMG","","",8,4,true,true

825,"wetech","Other Pistol","","","その他のハンドガン","","",1,1,false,true
826,"wetech","Other Pistol ","","","その他のハンドガン","","",1,2,false,true
827,"wetech","Other Pistol ","","","その他のハンドガン","","",1,4,false,true
828,"wetech","Other Rifle","","","その他のライフル","","",2,1,false,true
829,"wetech","Other Rifle","","","その他のライフル","","",2,2,false,true
830,"wetech","Other Rifle","","","その他のライフル","","",2,4,false,true
831,"wetech","Other Shotgun","","","その他のショットガン","","",4,1,false,true
832,"wetech","Other Shotgun","","","その他のショットガン","","",4,2,false,true
833,"wetech","Other Shotgun","","","その他のショットガン","","",4,4,false,true
834,"wetech","Other SMG","","","その他のSMG","","",8,1,false,true
835,"wetech","Other SMG","","","その他のSMG","","",8,2,false,true
836,"wetech","Other SMG","","","その他のSMG","","",8,4,false,true
837,"wetech","Other Pistol","","","その他のハンドガン","","",1,1,true,true
838,"wetech","Other Pistol","","","その他のハンドガン","","",1,2,true,true
839,"wetech","Other Pistol","","","その他のハンドガン","","",1,4,true,true
840,"wetech","Other Rifle","","","その他のライフル","","",2,1,true,true
841,"wetech","Other Rifle","","","その他のライフル","","",2,2,true,true
842,"wetech","Other Rifle","","","その他のライフル","","",2,4,true,true
843,"wetech","Other Shotgun","","","その他のショットガン","","",4,1,true,true
844,"wetech","Other Shotgun","","","その他のショットガン","","",4,2,true,true
845,"wetech","Other Shotgun","","","その他のショットガン","","",4,4,true,true
846,"wetech","Other SMG","","","その他のSMG","","",8,1,true,true
847,"wetech","Other SMG","","","その他のSMG","","",8,2,true,true
848,"wetech","Other SMG","","","その他のSMG","","",8,4,true,true

850,"asg","Other Pistol","","","その他のハンドガン","","",1,1,false,true
851,"asg","Other Pistol ","","","その他のハンドガン","","",1,2,false,true
852,"asg","Other Pistol ","","","その他のハンドガン","","",1,4,false,true
853,"asg","Other Rifle","","","その他のライフル","","",2,1,false,true
854,"asg","Other Rifle","","","その他のライフル","","",2,2,false,true
855,"asg","Other Rifle","","","その他のライフル","","",2,4,false,true
856,"asg","Other Shotgun","","","その他のショットガン","","",4,1,false,true
